Name,Father Name,Sex,Date of Birth,Passport No,Nationality,Height (cm),Weight (kg),BP (mmHg),Pulse,Eyes,Chest,Abdomen,Hernia,Varicose Veins,Skin,CNS,Respiratory System,Cardiovascular System,Liver,Spleen,Urine - Albumin,Urine - Sugar,Hemoglobin (g/dl),WBC (10^9/L),RBC (10^12/L),Hepatitis B,Hepatitis C,HIV,VDRL,TPHA,Radiology,Fitness Status
Ali,Rashid,Female,4/26/1995,PK487988,Pakistani,184.6,86.8,140/90,62.4,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Positive,Positive,16.3,10.2,5.3,Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Imran,,Male,,PK821287,Pakistani,175.7,92.9,130/85,96.7,Weak,Normal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Clear,Murmur,Enlarged,Normal,Positive,Positive,17.5,6.4,5.5,Non-Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,,UNFIT
Khan,Rauf,Male,4/1/1991,PK477973,Pakistani,177.6,86.8,140/90,82.3,Normal,Normal,Normal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Normal,Normal,Negative,Negative,12.1,9.6,,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Imran,Noman,Male,3/20/1983,PK457014,Pakistani,163.1,53.5,120/80,,Weak,Abnormal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Normal,Normal,Negative,Positive,,10,4.5,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Rashid,Male,4/14/1989,PK118626,Pakistani,185,91.4,140/90,86.2,Normal,Abnormal,Normal,No Hernia,Swollen,Clear,Normal,Clear,Murmur,Enlarged,Enlarged,Positive,Negative,17.4,4.5,4.8,Reactive,Reactive,,Reactive,Non-Reactive,CLEAR,FIT
Ali,Iqbal,Male,1/13/1996,PK500837,Pakistani,154.5,52.5,130/85,70.2,Normal,Abnormal,Normal,Minor Hernia,Normal,Rashes,Normal,Blocked,Normal,Normal,Enlarged,Negative,Negative,15.3,8.6,5.1,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,Abnormal,FIT
Imran,Ashraf,Female,1/26/1992,PK111467,Pakistani,181.1,68.2,140/90,82.8,Weak,Normal,Abnormal,No Hernia,Swollen,Clear,Normal,Clear,,Normal,,Negative,Positive,13.3,7,,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Noman,Female,12/12/1985,PK124708,Pakistani,174.9,86.7,130/85,67.1,Weak,Normal,Abnormal,No Hernia,Normal,Rashes,,Blocked,Murmur,Normal,Enlarged,Negative,Negative,16.8,8.7,6,Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Ali,Ashraf,Female,7/14/1986,PK145695,Pakistani,173.9,60.5,120/80,98.4,Weak,Normal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Clear,Normal,Normal,Enlarged,Negative,Negative,15.8,9.5,5,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,FIT
Ali,Noman,Male,8/21/1994,PK410677,Pakistani,171.6,89.7,140/90,96.5,Normal,Abnormal,Abnormal,,Normal,Rashes,Normal,Blocked,Normal,Enlarged,Normal,Negative,Negative,13.6,5.1,4.7,Non-Reactive,Non-Reactive,Positive,Reactive,,Abnormal,UNFIT
Ali,Iqbal,Female,9/8/1992,PK728295,Pakistani,153.3,64.6,120/80,98.5,,Normal,Normal,No Hernia,Normal,Rashes,Normal,Blocked,Normal,,Enlarged,Positive,Positive,16.8,5.1,5.8,Reactive,Reactive,Negative,Reactive,,Abnormal,UNFIT
Khan,Rashid,Male,1/27/2001,PK209226,Pakistani,184.5,79.6,130/85,75.4,Normal,Normal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,,Enlarged,Negative,Positive,17.2,6.2,5.7,Reactive,Reactive,Negative,,Reactive,CLEAR,FIT
,Rashid,Female,3/5/1994,PK678697,Pakistani,163.9,51.4,140/90,80.5,Normal,Abnormal,Abnormal,No Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Normal,Positive,Negative,14.7,6.3,5.7,Non-Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Rashid,Female,5/16/1990,PK538601,Pakistani,176.5,69.7,120/80,76.1,Weak,Normal,Normal,No Hernia,Swollen,Rashes,Abnormal,Clear,Normal,Enlarged,Enlarged,Positive,Negative,14.6,4.9,5.4,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ahmed,Rauf,Male,3/15/1986,PK897977,Pakistani,175.5,56.5,,66.4,Normal,Normal,Normal,Minor Hernia,,Rashes,Abnormal,Clear,Normal,Normal,Normal,Negative,Positive,,6.6,5.5,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Rashid,Male,,PK444292,Pakistani,166.9,50,110/70,87.3,Normal,Normal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Clear,Murmur,,Enlarged,Negative,Negative,16.6,,5.5,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
,Rauf,Female,1/15/1985,PK525412,Pakistani,178.8,51,110/70,97.1,Weak,Normal,Abnormal,No Hernia,,Rashes,Normal,Clear,Murmur,Enlarged,Normal,Negative,Negative,12.6,8.4,4.8,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Imran,Rashid,Male,2/2/1984,PK722555,Pakistani,167.1,78.1,130/85,96.9,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Normal,Blocked,Murmur,Enlarged,Normal,Positive,Positive,15.6,6.4,5.7,Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Zain,Ashraf,Male,12/24/1988,PK603968,Pakistani,161.5,52,140/90,80.7,Normal,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Normal,Normal,Negative,Negative,18,7.3,5.9,Non-Reactive,Non-Reactive,Negative,,Reactive,CLEAR,UNFIT
Ahmed,Rauf,Male,6/18/2000,PK340013,Pakistani,164,75.9,130/85,92.6,Weak,Abnormal,Abnormal,No Hernia,Normal,Clear,Normal,Blocked,Normal,Normal,Enlarged,Positive,Positive,15.4,6.3,5.7,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
Imran,Rauf,Female,9/17/1993,PK458102,Pakistani,162,46,140/90,80.3,Weak,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,Clear,Murmur,Enlarged,Normal,Negative,Negative,13.6,6.7,,Reactive,Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Zain,Rauf,Male,11/6/1985,,Pakistani,151.3,73.4,140/90,75.4,Weak,Normal,Abnormal,Minor Hernia,Normal,Clear,Abnormal,Clear,Normal,Normal,Normal,Negative,Negative,14.7,6.8,5,Non-Reactive,Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Ali,,Female,,PK411013,Pakistani,179.4,52.6,130/85,90.7,Weak,Abnormal,Normal,Minor Hernia,,Rashes,Normal,Blocked,Normal,Enlarged,Normal,Negative,Negative,13,10.3,5.1,,,Positive,,Reactive,Abnormal,FIT
Ali,Noman,Female,,,Pakistani,180.2,71.4,120/80,68.3,Weak,Abnormal,Normal,No Hernia,Swollen,Clear,Abnormal,Clear,Normal,Normal,Normal,Positive,Positive,15.3,9.8,4.4,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Noman,Female,11/28/2000,PK161692,Pakistani,173.5,51.7,130/85,98,Weak,Normal,Normal,No Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Normal,Negative,Negative,17,9.4,4,Non-Reactive,,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Ahmed,Rauf,Male,,PK309780,Pakistani,159.3,54.8,120/80,73.4,,Normal,Normal,No Hernia,Swollen,Rashes,Normal,Clear,Normal,Normal,Enlarged,,Positive,15.3,7,4.7,Non-Reactive,,,Non-Reactive,Non-Reactive,Abnormal,FIT
Ali,,Female,7/3/1999,PK631946,Pakistani,,81.7,110/70,64.7,Weak,Normal,Normal,No Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Normal,Positive,Positive,16.3,8.9,,Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,
Zain,Rauf,Male,4/17/1981,PK409687,Pakistani,161.5,69.3,140/90,95.5,Weak,Abnormal,,No Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Negative,Positive,17.4,5.6,4.6,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Khan,Rauf,Female,2/21/1994,,Pakistani,165.2,72.2,120/80,96.2,Normal,Abnormal,Abnormal,No Hernia,,Clear,Abnormal,Clear,Murmur,Enlarged,Normal,Negative,Negative,13.8,5.6,4.9,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Ali,Rauf,Male,12/2/1991,PK769607,Pakistani,176.2,90.9,110/70,,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Blocked,Normal,,Normal,Negative,Negative,12.9,5.2,4.9,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Iqbal,Female,,PK727451,Pakistani,188.6,73.1,130/85,93.6,Weak,Normal,Normal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,,Enlarged,Positive,Positive,13.8,9.8,6,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,FIT
Ahmed,Noman,Male,9/14/1993,PK880620,Pakistani,157.3,61.6,130/85,79,Normal,Abnormal,Abnormal,Minor Hernia,Swollen,Clear,Abnormal,,Normal,Enlarged,Normal,Positive,Negative,14.3,7.6,5.8,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,,Male,5/31/1984,PK443564,Pakistani,172.1,75.2,120/80,68.4,Normal,Normal,Abnormal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,Positive,15.2,6.1,5.5,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Imran,Iqbal,Male,9/13/1994,PK332514,Pakistani,174.2,78.8,110/70,98.6,Weak,Normal,Abnormal,No Hernia,Swollen,Clear,Normal,Clear,Murmur,Normal,Enlarged,Negative,Negative,14.3,10.2,5.9,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,Abnormal,FIT
Imran,Ashraf,Male,5/23/1999,PK349385,Pakistani,160.4,49.4,140/90,64.2,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,,Clear,Murmur,Enlarged,Enlarged,Positive,Positive,16.6,8.1,4.6,Reactive,Reactive,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Rauf,Male,8/29/1986,PK228751,Pakistani,153.2,84.5,130/85,60.7,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Abnormal,,Murmur,Normal,,Negative,Positive,15.9,8.9,4.3,,Non-Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Zain,Ashraf,Female,1/16/1982,,Pakistani,183.5,67.7,110/70,79.5,Weak,,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Enlarged,Enlarged,Positive,Positive,14.9,6.6,4.8,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,
Ahmed,Iqbal,Female,10/14/1994,PK351176,Pakistani,170.9,65.9,110/70,76.4,Normal,Normal,Normal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,Positive,13.6,4.4,5.3,Non-Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Khan,Noman,Female,2/5/1983,PK427547,Pakistani,179.5,73.8,130/85,73.4,Normal,Normal,,No Hernia,Swollen,Rashes,Abnormal,Clear,Normal,Enlarged,Enlarged,Positive,Negative,15.3,5.6,5.1,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Ashraf,Female,4/9/1986,,Pakistani,172.9,56.7,130/85,89.4,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,,Murmur,Enlarged,Normal,,Negative,17.2,7.1,4.3,Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,Abnormal,FIT
Zain,Rashid,Male,6/2/2000,PK872434,Pakistani,167.2,72.3,130/85,61.5,Weak,Abnormal,,No Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Negative,Negative,17,6.3,4.7,Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Rashid,Male,5/25/2001,PK258961,Pakistani,155.5,51,140/90,93.9,Normal,Abnormal,Abnormal,No Hernia,Normal,Rashes,Normal,Blocked,Murmur,Normal,Enlarged,Negative,Negative,14.3,9,4.7,,Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Khan,Rauf,Female,1/8/1993,PK805630,Pakistani,175.4,53.7,130/85,,Normal,Abnormal,Normal,Minor Hernia,Normal,Rashes,Normal,Clear,Normal,Enlarged,Normal,Positive,Positive,16.4,10.9,4.3,Reactive,Non-Reactive,Negative,Non-Reactive,,Abnormal,FIT
Zain,Rauf,Female,9/18/2002,PK860298,Pakistani,164.4,53.4,130/85,74.6,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Normal,,Negative,Negative,16.3,10,4.8,Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Khan,Rashid,Male,3/19/1995,PK886360,Pakistani,152.3,72.9,130/85,79.8,Normal,Normal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Normal,Negative,Positive,12.3,9.8,4.1,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
Zain,Rauf,Female,,PK717036,Pakistani,178.3,66.9,110/70,90.3,,Normal,Abnormal,No Hernia,,Rashes,,Blocked,Murmur,Normal,Normal,Positive,Positive,17.5,6.3,4.9,Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Khan,Ashraf,Female,1/12/1981,PK663749,Pakistani,157.7,54.8,130/85,90.5,Weak,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,,Normal,Enlarged,Negative,Positive,17.5,,4.1,Reactive,Reactive,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Ahmed,Noman,Female,11/15/2003,PK817538,Pakistani,152,46.3,130/85,89.4,Weak,Abnormal,Abnormal,No Hernia,Normal,Rashes,Normal,Clear,Murmur,Enlarged,Enlarged,Negative,Positive,13.6,5.4,5,Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Ali,Rauf,Female,6/16/1989,PK676188,Pakistani,176.4,94.8,130/85,78.2,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Enlarged,Negative,Negative,14.8,9.3,4.7,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ali,Rashid,Female,12/21/1994,PK494163,Pakistani,157.8,84,140/90,,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Clear,Abnormal,,Normal,Normal,Normal,Positive,Negative,13.1,6.3,5.1,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Ali,Rauf,Male,,PK752839,Pakistani,,66.5,120/80,80.9,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,Clear,Murmur,Enlarged,Normal,Negative,Positive,15.8,9.4,5.5,Reactive,Non-Reactive,,Non-Reactive,Reactive,CLEAR,FIT
Ahmed,Noman,Female,3/7/1986,PK970703,Pakistani,175,79.7,140/90,66.9,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Blocked,Murmur,Normal,Normal,Negative,Negative,,9.6,5.9,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Imran,Ashraf,Female,8/1/1991,PK575330,Pakistani,165.8,57.6,,96.6,Normal,Normal,Abnormal,Minor Hernia,Swollen,Clear,Normal,Clear,Normal,Enlarged,Enlarged,Positive,Positive,13.5,5.3,5.3,Reactive,Non-Reactive,,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Zain,Iqbal,,5/17/1982,PK693923,Pakistani,170,93.1,140/90,71.1,Normal,Abnormal,Abnormal,Minor Hernia,Swollen,Clear,Normal,Clear,Normal,Enlarged,Normal,Negative,Negative,17.7,6.7,5.2,,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Imran,Rashid,Female,9/17/1999,PK886063,Pakistani,176,81.2,130/85,69,Weak,Normal,Abnormal,No Hernia,Swollen,Clear,Normal,Clear,Murmur,Enlarged,Enlarged,Negative,Negative,13.2,7.2,,Non-Reactive,Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Zain,Rashid,Male,12/18/1983,,Pakistani,150.5,88.2,120/80,80.1,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Clear,Murmur,Normal,Normal,Positive,Negative,12.3,9.5,5.7,Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Zain,Rashid,Female,6/8/2001,PK125320,Pakistani,164.9,52.3,130/85,93.5,Weak,Normal,Normal,No Hernia,,Rashes,Abnormal,Clear,Normal,Enlarged,Normal,Positive,,16.2,4.8,5.5,Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Ahmed,Rauf,Female,,PK734751,Pakistani,168.5,77.5,110/70,86.8,Weak,Normal,Normal,Minor Hernia,Swollen,Clear,Normal,Blocked,,,Normal,Negative,Negative,15.4,4.2,5.4,Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Imran,,Female,5/16/1995,PK313097,Pakistani,166.2,78.9,130/85,76.8,Weak,Normal,Abnormal,Minor Hernia,Swollen,Clear,Abnormal,Clear,Normal,Normal,Enlarged,Negative,Positive,14.3,8.3,4.8,Non-Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Ahmed,Ashraf,Female,9/21/1995,PK863463,Pakistani,163.7,,,84.7,Normal,,Normal,No Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Negative,Positive,12.8,,6,Reactive,Non-Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Zain,Rauf,,3/1/1987,,Pakistani,186,48.1,120/80,87.7,Weak,Abnormal,Normal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Normal,,Negative,Negative,16.3,8.6,5,Reactive,Non-Reactive,Negative,Reactive,Reactive,,FIT
Imran,Ashraf,Female,2/13/1983,PK477698,Pakistani,167.9,46.5,110/70,64.7,Normal,Normal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Normal,Enlarged,,Positive,12.4,,5.5,Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,Abnormal,FIT
Ahmed,Noman,Female,3/5/1980,PK778159,Pakistani,174.6,79.6,130/85,75.8,Normal,Normal,Abnormal,Minor Hernia,Swollen,Clear,Normal,Clear,Murmur,Normal,Normal,Positive,Positive,17.7,4.5,5.4,,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
,Rashid,Female,10/5/1985,PK278226,Pakistani,170.1,91.2,130/85,61.7,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,Normal,Clear,Normal,,Enlarged,Negative,Negative,15.9,8.5,5.9,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Ahmed,Rauf,Male,6/4/1991,PK689618,Pakistani,171,85.5,120/80,70.2,Weak,Normal,Abnormal,Minor Hernia,Normal,Rashes,,Clear,Murmur,Enlarged,Normal,Positive,Positive,14.2,10.4,4.9,Non-Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Rauf,Male,9/14/1982,PK203024,Pakistani,154,85.1,140/90,60.6,Normal,Normal,,Minor Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Normal,Negative,Positive,16,8.1,5.5,Non-Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Imran,Rauf,Male,7/3/1988,PK129060,Pakistani,163.8,78.5,130/85,63.9,Normal,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Normal,Enlarged,Positive,Negative,17.8,4.5,6,Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Khan,Rauf,Male,6/12/1989,PK295486,Pakistani,175.2,89.8,130/85,60.2,Weak,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Normal,Normal,Enlarged,Negative,Negative,16.8,6.2,4.8,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Ahmed,Rashid,Male,9/9/1992,PK651271,Pakistani,172.7,48.1,140/90,,Weak,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Normal,Negative,Positive,13.7,8,4.6,Reactive,Reactive,Positive,Non-Reactive,,CLEAR,FIT
Khan,Noman,Male,6/9/2000,PK423082,Pakistani,184.1,46.3,120/80,87.6,Weak,Normal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Enlarged,Enlarged,Negative,Negative,14.4,,4.1,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,
Khan,Ashraf,Female,9/7/1981,PK344201,Pakistani,187.1,80.6,130/85,86.7,Normal,Abnormal,Abnormal,No Hernia,Normal,Clear,Abnormal,Clear,Murmur,Normal,Enlarged,Negative,Negative,14.1,9.5,5.6,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,,FIT
,Noman,Male,7/18/1987,PK742100,Pakistani,175.8,65.5,,87.5,Normal,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Normal,Normal,Enlarged,Positive,Positive,16.4,4.2,4.4,Non-Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
,Iqbal,Female,4/27/1997,PK624298,Pakistani,179.5,66,130/85,85.4,Weak,Normal,Normal,No Hernia,,,Abnormal,Blocked,Murmur,Normal,,Positive,Negative,,8.3,4.2,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,FIT
,Rashid,Female,11/14/1993,PK869913,Pakistani,172.3,74.3,140/90,68.5,Normal,Normal,,No Hernia,Swollen,Rashes,Normal,Blocked,,Normal,Enlarged,Negative,Negative,13.2,10.6,5.8,Reactive,Reactive,Negative,Reactive,Non-Reactive,CLEAR,FIT
Zain,Rashid,Male,2/5/2003,PK830163,Pakistani,156.7,58.1,130/85,79.3,Weak,Abnormal,,No Hernia,,Clear,Abnormal,Blocked,Normal,,Normal,Negative,Negative,14.8,5.3,5.5,Non-Reactive,Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Zain,Iqbal,Female,6/26/1999,PK503227,Pakistani,177.1,78.9,110/70,91.3,Normal,Normal,Normal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Normal,Negative,Negative,12.1,10.4,5.3,Non-Reactive,,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Khan,Rashid,Male,6/22/1990,PK861205,Pakistani,183.9,54.3,140/90,85.1,Weak,Normal,Abnormal,,Swollen,,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,Positive,15.1,9.5,5,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,FIT
Zain,Noman,Male,8/21/1997,PK353432,Pakistani,168.2,55.2,110/70,80.1,Normal,Normal,Abnormal,Minor Hernia,Swollen,Rashes,,Clear,Murmur,Enlarged,Normal,Positive,Positive,14.8,4.1,4.4,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Imran,Iqbal,Male,5/20/1984,,Pakistani,160.7,94.5,110/70,75,Normal,Abnormal,Abnormal,No Hernia,Normal,Clear,,Blocked,Murmur,Normal,Enlarged,Negative,Negative,14,10.4,5.7,Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
,Rashid,Female,1/4/1993,PK261657,Pakistani,150.7,90.7,140/90,69.5,Normal,Abnormal,Normal,No Hernia,Swollen,Clear,Normal,Blocked,Murmur,Normal,Normal,,Positive,14.7,8.5,6,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,
Khan,Ashraf,Female,5/15/1989,PK895262,Pakistani,155.3,71.2,120/80,97,Weak,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Clear,Normal,,Enlarged,Negative,Positive,17.1,7.2,5.9,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Khan,Rashid,Male,9/7/2000,PK262716,Pakistani,,78.4,,79.8,Normal,,Normal,No Hernia,Normal,Rashes,Normal,Clear,Murmur,Normal,Normal,Positive,Positive,12.7,4.4,4.1,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Rashid,Male,7/14/1993,PK138425,Pakistani,,72.9,140/90,,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,16.4,6.8,4.5,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Iqbal,Male,3/11/1990,PK528058,Pakistani,177.6,91,130/85,76.9,Weak,Normal,Normal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,Negative,17.9,9.1,4.7,,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,FIT
Zain,Iqbal,Female,4/13/1998,PK828070,Pakistani,176.4,60.8,110/70,71.6,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Normal,Blocked,Normal,Enlarged,Normal,Negative,Positive,14.8,10.4,5.9,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Imran,Iqbal,Male,2/8/1992,PK964594,Pakistani,153.3,,120/80,,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Enlarged,Enlarged,Positive,Negative,17.2,8.9,4.7,Reactive,Reactive,Negative,Reactive,Non-Reactive,CLEAR,FIT
Imran,Rauf,Female,,PK596873,Pakistani,174.1,89.1,130/85,60.4,Weak,Normal,Normal,Minor Hernia,Swollen,,Normal,Blocked,Murmur,Normal,Enlarged,Negative,Negative,15.5,6.4,5.3,Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Ali,Noman,Female,5/22/1994,PK389311,Pakistani,163.3,79.6,,68.5,Weak,Normal,Normal,No Hernia,Normal,Rashes,Normal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,14.6,7.9,,Non-Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Khan,,Female,12/27/1982,PK402330,Pakistani,188.7,53.2,120/80,80.2,Normal,Abnormal,Normal,Minor Hernia,,Rashes,Abnormal,Clear,Murmur,Normal,Normal,Negative,Negative,17.7,8.4,5,Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Khan,Iqbal,Female,5/10/1980,,Pakistani,163.3,65.1,130/85,69.4,Normal,Abnormal,Normal,Minor Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,,17.8,4.8,5.9,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
